387,17Networks_RH_DefaultC_Rsp_1,5,0,131,0,16,Default C
388,17Networks_RH_DefaultC_Rsp_2,5,0,132,0,16,
389,17Networks_RH_DefaultC_PHC_1,5,0,133,0,16,
390,17Networks_RH_DefaultC_PHC_2,5,0,134,0,16,
391,17Networks_RH_TempPar_1,16,48,251,0,17,
392,17Networks_RH_TempPar_2,16,48,252,0,17,
393,17Networks_RH_TempPar_3,16,48,253,0,17,
394,17Networks_RH_TempPar_4,16,48,255,0,17,
395,17Networks_RH_TempPar_5,13,41,250,0,17,Temporal/parietal
396,17Networks_RH_TempPar_6,13,41,251,0,17,
397,17Networks_RH_TempPar_7,13,41,252,0,17,
398,17Networks_RH_TempPar_8,13,41,253,0,17,
399,17Networks_RH_TempPar_9,13,41,254,0,17,
400,17Networks_RH_TempPar_10,13,42,247,0,17,
,,,,,,18,
,,,,,,18,
,,,,,,18,
,,,,,,18,
,,,,,,18,
,,,,,,18,
,,,,,,18,
,,,,,,18,Subcortical
,,,,,,18,
,,,,,,18,
,,,,,,18,
,,,,,,18,
,,,,,,18,
,,,,,,18,
,,,,,,18,
,,,,,,18,
